,smiles,gaps
12,"[H]C([H])([H])-N([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])-C([H])([H])[H]
",4.723476908755
13,"[H]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1
",4.265505183746
14,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
",2.810036645232
15,"[H]OC(=O)C([H])([H])C([H])([H])
",5.010144873835
16,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.647100237205
17,"[H]OC(=O)c1c([H])c([H])c([H])c([H])c1.[H]
",
18,"[H]c1nc(C([H])([H])[H])c(N([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",2.630174787967
19,"[H]OC(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
",3.45547249168
20,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.375605323714
21,"[H]c1nc(C([H])([H])[H])c([H])c([H])c1Cl
",3.272027863694
22,"[H]OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N([H])c1c([H])c([H])c([H])c([H])c1[H]
",3.819486608169
23,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
",3.014210142026
24,"[H]OC(=O)C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H]
",3.243415149747
25,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
",3.007286275507
26,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])N(C([H])([H])[H])C2([H])[H])c([H])c1[H]
",3.116509586876
27,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1N([H])C(I)([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])
",2.559134030263
28,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
",2.96545170397
29,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
",3.517543821211
30,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.221116768763
31,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1N([H])C([H])([H])C([H])([H])C([H])([H])N(\[H])C([H])([H])C([H])([H])C([H])([H])[H]
",3.812001360147
32,"[H]c1c([H])c([H])c([H])c([H])c1Cl
",4.355107236167
33,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
",3.689664143217
34,"[H]c1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
",3.372525975751
35,"[H]c1nc(N([H])[H])c([H])c([H])cs([H])c1[H]
",2.279472750339
36,"[H]Oc1c([H])c([H])c(OC([H])([H])C([H])([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",3.649996530286
37,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",2.174454608646
38,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
",3.661394406388
39,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])N(C([H])([H])[H])C2([H])[H])c([H])c1[H]
",3.393938800165
40,"[H]c1c([H])c([H])c([H])c([H])c1[H]
",4.934367356899
41,"[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c1[H]
",4.042070940726
42,"[H]c1c([H])c([H])c(c([H])c1OC(=O)N([H])C([H])([H])[H])[H]
",4.550817073307
43,"[H]c1nc(C([H])([H])[H])c([H])c([H])c1-c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
",3.050302138897
44,"[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
",9.850284627823
45,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
",3.639204813396
46,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
",3.054807938524
47,"[H]Oc1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
",3.311035073937
48,"[H]OC(=O)C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
",3.16743482525
49,"[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
",3.629495546839
50,"[H]c1nc(N([H])[H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1\[H]
",3.325259008736
51,"[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",3.69332020355
52,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
",3.832255606681
53,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]
",3.305908225369
54,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.614051654147
55,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",3.046625783366
56,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.331573271772
57,"[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H]
",2.502280244443
58,"[H]Oc1c([H])c([H])c(OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c1[H]
",3.450649784447
59,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])
",3.530919151173
60,"[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H]
",10.279336864805
61,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c(S(=O)(=O)N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c1[H]
",3.041850821514
62,"[H]c1nc(SNC([H])([H])[H])c(N([H])C([H])([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(C([H])([H])[H])c1[H]
",3.059749412754
63,"[H]c1nc(C([H])([H])[H])c(N([H])C([H])([H])N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(C([H])([H])[H])c1[H]
",3.258753463778
64,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])C2([H])[H]
",3.368844586391
65,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H]
",3.64054137364
66,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C(\[H])[H])c([H])c1[H]
",3.47908473475
67,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])C([H])([H])C2([H])[H]
",3.511134270415
68,"[H]c1nc([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N/C([H])([H])C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c(C([H])([H])[H])c1[H]
",1.596989107219
69,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])C([H])([H])C2([H])[H]
",3.488893075132
70,"[H]c1c([H])c([H])c(\OC([H])([H])C([H])([H])N([H])C(\[H])[H])c([H])c1[H]
",4.011183499771
71,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C2([H])[H])c([H])c1[H]
",3.597227157475
72,"[H]c1c([H])c([C@]2([H])C([H])([H]).N([H])C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1[H]
",4.026129074685
73,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
",3.800742097023
74,"[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",3.659745456224
75,"[H]/N=C(\N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)N([H])N([H])c1c([H])c([H])c([H])c([H])c1[H]
",3.749543312417
76,"[H]OC(=O)c1c([H])c([H])c([H])c([H])c1[H]
",3.812577667901
77,"[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c2[H])c([H])c1[H]
",3.135451312044
78,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])【HATOC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
",4.983214510459
79,"[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
",10.53808710048
80,"[H]OC([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
",3.740978217737
81,"[H]c1nc(N([H])[H])c([H])c([H])c1Cl
",3.447550517243
82,"[H]c1oc([H])c([H])c([H])c([H])c1\[H]
",2.680940876798
83,"[H]c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c1[H]
",4.061164694629
84,"[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
",3.316397935712
85,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C2([H])[H])c([H])c1[H]
",3.182604659903
86,"[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
",2.997273404776
87,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]
",2.274641708557
88,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])CC([H])([H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
",3.282285041927
89,"[H]OC(=O)C([H])([H])C([H])=C([H])c1c([H])n(C([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",3.323718979477
90,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
",3.082525646057
91,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.492637701573
92,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.625173701125
93,"[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
",3.662258639269
94,"[H]Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
",3.488530315856
95,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H]
",2.978707310143
96,"[H]OC(=O)C([H])([H])C([H])([H])C([H])=C(\[H])(\[H])
",4.610681454066
97,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.57723835019
98,"[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
",3.648658472402
99,"[H]Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1Cl
",4.017585210354
100,"
",
