,SMILES,rate of thermal isomerisation from Z-E in s-1,Solvent used for thermal isomerisation rates,Z PhotoStationaryState,E PhotoStationaryState,E isomer pi-pi* wavelength in nm,Extinction,E isomer n-pi* wavelength in nm,Extinction coefficient in M-1 cm-1,Z isomer pi-pi* wavelength in nm,Extinction.1,Z isomer n-pi* wavelength in nm,Extinction coefficient in M-1 cm-1.1,Wiberg index,E-Z irradiation wavelength in nm,Z-E irradiation wavelength,Irradiation solvent,PBE0 DFT E isomer pi-pi* wavelength in nm,PBE0 DFT E isomer n-pi* wavelength in nm,PBE0 DFT Z isomer pi-pi* wavelength in nm,PBE0 DFT Z isomer n-pi* wavelength in nm,TPSSh/6-31G** DFT E isomer pi-pi* wavelength in nm,TPSSh/6-31G** DFT E isomer n-pi* wavelength in nm,TPSSh/6-31G** DFT Z isomer pi-pi* wavelength in nm,TPSSh/6-31G** DFT Z isomer n-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT E isomer pi-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT E isomer n-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT Z isomer pi-pi* wavelength in nm,CAM-B3LYP/6-31G** DFT Z isomer n-pi* wavelength in nm,BHLYP/6-31G* DFT E isomer pi-pi* wavelength in nm,BHLYP/6-31G* DFT E isomer n-pi* wavelength in nm,BHLYP/6-31G* Z isomer pi-pi* wavelength in nm,BHLYP/6-31G* DFT Z isomer n-pi* wavelength in nm,name,selfies_x,wavelength_cat,inchi_x,smiles_x,selfies_y,deepsmiles_x,canonical_x,inchi_y,tucan_x,iupac_name_x,smiles_y,selfies_x,deepsmiles_y,canonical_y,inchi_x,tucan_y,iupac_name_y,smiles,selfies_y,deepsmiles,canonical,inchi_y,tucan,iupac_name
10,CN1C(/N=N/C2=CC=CC=C2)=CC=C1,6.500000000000001e-05,MeCN,84.0,82.0,385.0,2.21,412.0,,333.0,1.62,423.0,0.157,1.791,415,532,MeCN,351.0,440.0,325.0,422.0,359.0,449.0,338.0,425.0,340.0,421.0,306.0,410.0,,,,,,[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][=N],small,"InChI=1S/C11H11N3/c1-14-9-5-8-11(14)13-12-10-6-3-2-4-7-10/h2-9H,1H3/b13-12+",CN1C(/N=N/C2=CC=CC=C2)=CC=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=CC=C5,Cn1cccc1/N=N/c1ccccc1,"InChI=1S/C11H11N3/c1-14-9-5-8-11(14)13-12-10-6-3-2-4-7-10/h2-9H,1H3/b13-12+",C11N3/(1-2)(1-3)(2-5)(3-6)(4-7)(4-9)(5-10)(6-10)(7-11)(8-12)(9-12)(10-13)(11-12)(11-14)(13-14),(1-methylpyrrol-2-yl)-phenyldiazene,CN1C(/N=N/C2=CC=CC=C2)=CC=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=CC=C5,Cn1cccc1/N=N/c1ccccc1,"InChI=1S/C11H11N3/c1-14-9-5-8-11(14)13-12-10-6-3-2-4-7-10/h2-9H,1H3/b13-12+",C11N3/(1-2)(1-3)(2-5)(3-6)(4-7)(4-9)(5-10)(6-10)(7-11)(8-12)(9-12)(10-13)(11-12)(11-14)(13-14),(1-methylpyrrol-2-yl)-phenyldiazene,CN1C(/N=N/C2=CC=CC=C2)=CC=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=CC=C5,Cn1cccc1/N=N/c1ccccc1,"InChI=1S/C11H11N3/c1-14-9-5-8-11(14)13-12-10-6-3-2-4-7-10/h2-9H,1H3/b13-12+",C11N3/(1-2)(1-3)(2-5)(3-6)(4-7)(4-9)(5-10)(6-10)(7-11)(8-12)(9-12)(10-13)(11-12)(11-14)(13-14),(1-methylpyrrol-2-yl)-phenyldiazene
11,CN1C(/N=N/C2=CC=CC=C2)=NC=C1,2.2e-05,MeCN,98.0,,363.0,1.7,417.0,0.126,,,,,1.835,363,532,MeCN,342.0,455.0,337.0,489.0,,,,,,,,,,,,,(1-methylimidazol-2-yl)-phenyldiazene,[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N],small,"InChI=1S/C10H10N4/c1-14-8-7-11-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",CN1C(/N=N/C2=CC=CC=C2)=NC=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=NC=C5,Cn1ccnc1/N=N/c1ccccc1,"InChI=1S/C10H10N4/c1-14-8-7-11-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-9)(5-9)(6-12)(7-8)(7-11)(8-12)(9-13)(10-11)(10-12)(10-14)(13-14),(1-methylimidazol-2-yl)-phenyldiazene,CN1C(/N=N/C2=CC=CC=C2)=NC=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=NC=C5,Cn1ccnc1/N=N/c1ccccc1,"InChI=1S/C10H10N4/c1-14-8-7-11-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-9)(5-9)(6-12)(7-8)(7-11)(8-12)(9-13)(10-11)(10-12)(10-14)(13-14),(1-methylimidazol-2-yl)-phenyldiazene,CN1C(/N=N/C2=CC=CC=C2)=NC=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=NC=C5,Cn1ccnc1/N=N/c1ccccc1,"InChI=1S/C10H10N4/c1-14-8-7-11-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-9)(5-9)(6-12)(7-8)(7-11)(8-12)(9-13)(10-11)(10-12)(10-14)(13-14),(1-methylimidazol-2-yl)-phenyldiazene
12,CN(C=N1)C=C1/N=N/C2=CC=CC=C2,3.3e-06,MeCN,95.0,,336.0,1.48,450.0,,,,,,1.853,365,532,MeCN,329.0,460.0,282.0,432.0,,,,,,,,,,,,,,[C][N][Branch1][Ring1][C][=N][C][=C][Ring1][Ring1][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1],very small,"InChI=1S/C10H10N4/c1-14-7-10(11-8-14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",CN(C=N1)C=C1/N=N/C2=CC=CC=C2,['[C][N][Branch1][Ring1][C][=N][C][=C][Ring1][Ring1][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1]'],CNC=N))C=C1/N=N/C=CC=CC=C6,Cn1cnc(/N=N/c2ccccc2)c1,"InChI=1S/C10H10N4/c1-14-7-10(11-8-14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-12)(7-10)(7-12)(8-13)(9-11)(9-12)(10-11)(10-14)(13-14),(1-methylimidazol-4-yl)-phenyldiazene,CN(C=N1)C=C1/N=N/C2=CC=CC=C2,['[C][N][Branch1][Ring1][C][=N][C][=C][Ring1][Ring1][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1]'],CNC=N))C=C1/N=N/C=CC=CC=C6,Cn1cnc(/N=N/c2ccccc2)c1,"InChI=1S/C10H10N4/c1-14-7-10(11-8-14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-12)(7-10)(7-12)(8-13)(9-11)(9-12)(10-11)(10-14)(13-14),(1-methylimidazol-4-yl)-phenyldiazene,CN(C=N1)C=C1/N=N/C2=CC=CC=C2,['[C][N][Branch1][Ring1][C][=N][C][=C][Ring1][Ring1][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1]'],CNC=N))C=C1/N=N/C=CC=CC=C6,Cn1cnc(/N=N/c2ccccc2)c1,"InChI=1S/C10H10N4/c1-14-7-10(11-8-14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-12)(7-10)(7-12)(8-13)(9-11)(9-12)(10-11)(10-14)(13-14),(1-methylimidazol-4-yl)-phenyldiazene
13,CN1C(/N=N/C2=CC=CC=C2)=CN=C1,1.2e-06,MeCN,98.0,45.0,362.0,2.58,,,,,,,1.81,365,455,MeCN,343.0,438.0,301.0,426.0,,,,,,,,,,,,,,[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][=C][Ring1][=N],small,"InChI=1S/C10H10N4/c1-14-8-11-7-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",CN1C(/N=N/C2=CC=CC=C2)=CN=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=CN=C5,Cn1cncc1/N=N/c1ccccc1,"InChI=1S/C10H10N4/c1-14-8-11-7-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-12)(7-10)(7-11)(8-13)(9-11)(9-12)(10-12)(10-14)(13-14),(3-methylimidazol-4-yl)-phenyldiazene,CN1C(/N=N/C2=CC=CC=C2)=CN=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=CN=C5,Cn1cncc1/N=N/c1ccccc1,"InChI=1S/C10H10N4/c1-14-8-11-7-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-12)(7-10)(7-11)(8-13)(9-11)(9-12)(10-12)(10-14)(13-14),(3-methylimidazol-4-yl)-phenyldiazene,CN1C(/N=N/C2=CC=CC=C2)=CN=C1,['[C][N][C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][=C][Ring1][=N]'],CNC/N=N/C=CC=CC=C6))))))))=CN=C5,Cn1cncc1/N=N/c1ccccc1,"InChI=1S/C10H10N4/c1-14-8-11-7-10(14)13-12-9-5-3-2-4-6-9/h2-8H,1H3/b13-12+",C10N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-12)(7-10)(7-11)(8-13)(9-11)(9-12)(10-12)(10-14)(13-14),(3-methylimidazol-4-yl)-phenyldiazene
14,NC(C=C1)=CC=C1N=NC2=NNC=C2,,,,,391.0,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,[N][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1],small,"InChI=1S/C9H9N5/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,10H2,(H,11,13)",NC(C=C1)=CC=C1N=NC2=NNC=C2,['[N][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],NCC=C))=CC=C2N=NC=NNC=C5,Nc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H9N5/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,10H2,(H,11,13)",C9N5/(1-3)(1-7)(2-4)(2-7)(3-8)(4-8)(5-6)(5-9)(6-11)(7-10)(8-12)(9-13)(9-14)(11-13)(12-14),,NC(C=C1)=CC=C1N=NC2=NNC=C2,['[N][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],NCC=C))=CC=C2N=NC=NNC=C5,Nc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H9N5/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,10H2,(H,11,13)",C9N5/(1-3)(1-7)(2-4)(2-7)(3-8)(4-8)(5-6)(5-9)(6-11)(7-10)(8-12)(9-13)(9-14)(11-13)(12-14),,NC(C=C1)=CC=C1N=NC2=NNC=C2,['[N][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],NCC=C))=CC=C2N=NC=NNC=C5,Nc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H9N5/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,10H2,(H,11,13)",C9N5/(1-3)(1-7)(2-4)(2-7)(3-8)(4-8)(5-6)(5-9)(6-11)(7-10)(8-12)(9-13)(9-14)(11-13)(12-14),
15,COC(C=C1)=CC=C1N=NC2=NNC=C2,,,,,344.0,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,[C][O][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1],small,"InChI=1S/C10H10N4O/c1-15-9-4-2-8(3-5-9)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",COC(C=C1)=CC=C1N=NC2=NNC=C2,['[C][O][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],COCC=C))=CC=C2N=NC=NNC=C5,COc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C10H10N4O/c1-15-9-4-2-8(3-5-9)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",C10N4O/(1-4)(1-7)(2-5)(2-7)(3-6)(3-8)(4-10)(5-10)(6-11)(7-12)(8-13)(8-14)(9-15)(10-15)(11-13)(12-14),,COC(C=C1)=CC=C1N=NC2=NNC=C2,['[C][O][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],COCC=C))=CC=C2N=NC=NNC=C5,COc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C10H10N4O/c1-15-9-4-2-8(3-5-9)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",C10N4O/(1-4)(1-7)(2-5)(2-7)(3-6)(3-8)(4-10)(5-10)(6-11)(7-12)(8-13)(8-14)(9-15)(10-15)(11-13)(12-14),,COC(C=C1)=CC=C1N=NC2=NNC=C2,['[C][O][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],COCC=C))=CC=C2N=NC=NNC=C5,COc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C10H10N4O/c1-15-9-4-2-8(3-5-9)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",C10N4O/(1-4)(1-7)(2-5)(2-7)(3-6)(3-8)(4-10)(5-10)(6-11)(7-12)(8-13)(8-14)(9-15)(10-15)(11-13)(12-14),
16,CC(C=C1)=CC=C1N=NC2=NNC=C2,,,,,332.0,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,[C][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1],very small,"InChI=1S/C10H10N4/c1-8-2-4-9(5-3-8)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",CC(C=C1)=CC=C1N=NC2=NNC=C2,['[C][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],CCC=C))=CC=C2N=NC=NNC=C5,Cc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C10H10N4/c1-8-2-4-9(5-3-8)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",C10N4/(1-7)(2-4)(2-7)(3-5)(3-7)(4-9)(5-9)(6-8)(6-10)(8-11)(9-12)(10-13)(10-14)(11-13)(12-14),(4-methylphenyl)-(1H-pyrazol-5-yl)diazene,CC(C=C1)=CC=C1N=NC2=NNC=C2,['[C][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],CCC=C))=CC=C2N=NC=NNC=C5,Cc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C10H10N4/c1-8-2-4-9(5-3-8)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",C10N4/(1-7)(2-4)(2-7)(3-5)(3-7)(4-9)(5-9)(6-8)(6-10)(8-11)(9-12)(10-13)(10-14)(11-13)(12-14),(4-methylphenyl)-(1H-pyrazol-5-yl)diazene,CC(C=C1)=CC=C1N=NC2=NNC=C2,['[C][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],CCC=C))=CC=C2N=NC=NNC=C5,Cc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C10H10N4/c1-8-2-4-9(5-3-8)12-14-10-6-7-11-13-10/h2-7H,1H3,(H,11,13)",C10N4/(1-7)(2-4)(2-7)(3-5)(3-7)(4-9)(5-9)(6-8)(6-10)(8-11)(9-12)(10-13)(10-14)(11-13)(12-14),(4-methylphenyl)-(1H-pyrazol-5-yl)diazene
17,C1(/N=N/C2=CC=NN2)=CC=NN1,,,,,320.0,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,[C][Branch1][#Branch2][/N][=N][/C][=C][C][=N][N][Ring1][Branch1][=C][C][=N][N][Ring1][N],very small,"InChI=1S/C6H6N6/c1-3-7-9-5(1)11-12-6-2-4-8-10-6/h1-4H,(H,7,9)(H,8,10)/b12-11+",C1(/N=N/C2=CC=NN2)=CC=NN1,['[C][Branch1][#Branch2][/N][=N][/C][=C][C][=N][N][Ring1][Branch1][=C][C][=N][N][Ring1][N]'],C/N=N/C=CC=NN5)))))))=CC=NN5,c1cc(/N=N/c2ccn[nH]2)[nH]n1,"InChI=1S/C6H6N6/c1-3-7-9-5(1)11-12-6-2-4-8-10-6/h1-4H,(H,7,9)(H,8,10)/b12-11+",C6N6/(1-3)(1-5)(2-4)(2-6)(3-7)(4-8)(5-9)(5-11)(6-10)(6-12)(7-9)(8-10)(11-12),bis(1H-pyrazol-5-yl)diazene,C1(/N=N/C2=CC=NN2)=CC=NN1,['[C][Branch1][#Branch2][/N][=N][/C][=C][C][=N][N][Ring1][Branch1][=C][C][=N][N][Ring1][N]'],C/N=N/C=CC=NN5)))))))=CC=NN5,c1cc(/N=N/c2ccn[nH]2)[nH]n1,"InChI=1S/C6H6N6/c1-3-7-9-5(1)11-12-6-2-4-8-10-6/h1-4H,(H,7,9)(H,8,10)/b12-11+",C6N6/(1-3)(1-5)(2-4)(2-6)(3-7)(4-8)(5-9)(5-11)(6-10)(6-12)(7-9)(8-10)(11-12),bis(1H-pyrazol-5-yl)diazene,C1(/N=N/C2=CC=NN2)=CC=NN1,['[C][Branch1][#Branch2][/N][=N][/C][=C][C][=N][N][Ring1][Branch1][=C][C][=N][N][Ring1][N]'],C/N=N/C=CC=NN5)))))))=CC=NN5,c1cc(/N=N/c2ccn[nH]2)[nH]n1,"InChI=1S/C6H6N6/c1-3-7-9-5(1)11-12-6-2-4-8-10-6/h1-4H,(H,7,9)(H,8,10)/b12-11+",C6N6/(1-3)(1-5)(2-4)(2-6)(3-7)(4-8)(5-9)(5-11)(6-10)(6-12)(7-9)(8-10)(11-12),bis(1H-pyrazol-5-yl)diazene
18,[H]C(C=C1)=CC=C1N=NC2=NNC=C2,,,,,324.0,,,,,,423.0,,,,,,,,,,,,,,,,,,,,,,,[H][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1],very small,"InChI=1S/C9H8N4/c1-2-4-8(5-3-1)11-13-9-6-7-10-12-9/h1-7H,(H,10,12)",[H]C(C=C1)=CC=C1N=NC2=NNC=C2,['[H][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],[H]CC=C))=CC=C2N=NC=NNC=C5,c1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H8N4/c1-2-4-8(5-3-1)11-13-9-6-7-10-12-9/h1-7H,(H,10,12)",C9N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-7)(6-9)(7-10)(8-11)(9-12)(9-13)(10-12)(11-13),phenyl(1H-pyrazol-5-yl)diazene,[H]C(C=C1)=CC=C1N=NC2=NNC=C2,['[H][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],[H]CC=C))=CC=C2N=NC=NNC=C5,c1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H8N4/c1-2-4-8(5-3-1)11-13-9-6-7-10-12-9/h1-7H,(H,10,12)",C9N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-7)(6-9)(7-10)(8-11)(9-12)(9-13)(10-12)(11-13),phenyl(1H-pyrazol-5-yl)diazene,[H]C(C=C1)=CC=C1N=NC2=NNC=C2,['[H][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],[H]CC=C))=CC=C2N=NC=NNC=C5,c1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H8N4/c1-2-4-8(5-3-1)11-13-9-6-7-10-12-9/h1-7H,(H,10,12)",C9N4/(1-2)(1-3)(2-4)(3-5)(4-8)(5-8)(6-7)(6-9)(7-10)(8-11)(9-12)(9-13)(10-12)(11-13),phenyl(1H-pyrazol-5-yl)diazene
19,BrC(C=C1)=CC=C1N=NC2=NNC=C2,,,,,331.0,,,,,,421.0,,,,,,,,,,,,,,,,,,,,,,,[Br][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1],very small,"InChI=1S/C9H7BrN4/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",BrC(C=C1)=CC=C1N=NC2=NNC=C2,['[Br][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],BrCC=C))=CC=C2N=NC=NNC=C5,Brc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H7BrN4/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",C9BrN4/(1-4)(1-7)(2-5)(2-7)(3-6)(3-8)(4-9)(5-9)(6-10)(7-11)(8-12)(8-13)(9-14)(10-12)(11-13),,BrC(C=C1)=CC=C1N=NC2=NNC=C2,['[Br][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],BrCC=C))=CC=C2N=NC=NNC=C5,Brc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H7BrN4/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",C9BrN4/(1-4)(1-7)(2-5)(2-7)(3-6)(3-8)(4-9)(5-9)(6-10)(7-11)(8-12)(8-13)(9-14)(10-12)(11-13),,BrC(C=C1)=CC=C1N=NC2=NNC=C2,['[Br][C][Branch1][Ring1][C][=C][=C][C][=C][Ring1][Ring2][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],BrCC=C))=CC=C2N=NC=NNC=C5,Brc1ccc(N=Nc2cc[nH]n2)cc1,"InChI=1S/C9H7BrN4/c10-7-1-3-8(4-2-7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",C9BrN4/(1-4)(1-7)(2-5)(2-7)(3-6)(3-8)(4-9)(5-9)(6-10)(7-11)(8-12)(8-13)(9-14)(10-12)(11-13),
20,FC1=CC=CC=C1N=NC2=NNC=C2,,,,,328.0,,,,,,421.0,,,,,,,,,,,,,,,,,,,,,,,[F][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=N][C][=N][N][C][=C][Ring1][Branch1],very small,"InChI=1S/C9H7FN4/c10-7-3-1-2-4-8(7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",FC1=CC=CC=C1N=NC2=NNC=C2,['[F][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],FC=CC=CC=C6N=NC=NNC=C5,Fc1ccccc1N=Nc1cc[nH]n1,"InChI=1S/C9H7FN4/c10-7-3-1-2-4-8(7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",C9FN4/(1-2)(1-3)(2-5)(3-7)(4-6)(4-8)(5-9)(6-10)(7-9)(7-11)(8-12)(8-13)(9-14)(10-12)(11-13),,FC1=CC=CC=C1N=NC2=NNC=C2,['[F][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],FC=CC=CC=C6N=NC=NNC=C5,Fc1ccccc1N=Nc1cc[nH]n1,"InChI=1S/C9H7FN4/c10-7-3-1-2-4-8(7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",C9FN4/(1-2)(1-3)(2-5)(3-7)(4-6)(4-8)(5-9)(6-10)(7-9)(7-11)(8-12)(8-13)(9-14)(10-12)(11-13),,FC1=CC=CC=C1N=NC2=NNC=C2,['[F][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=N][C][=N][N][C][=C][Ring1][Branch1]'],FC=CC=CC=C6N=NC=NNC=C5,Fc1ccccc1N=Nc1cc[nH]n1,"InChI=1S/C9H7FN4/c10-7-3-1-2-4-8(7)12-14-9-5-6-11-13-9/h1-6H,(H,11,13)",C9FN4/(1-2)(1-3)(2-5)(3-7)(4-6)(4-8)(5-9)(6-10)(7-9)(7-11)(8-12)(8-13)(9-14)(10-12)(11-13),
