,Compound ID,measured log(solubility:mol/L),ESOL predicted log(solubility:mol/L),SMILES,SELFIES,InChI,smiles_x,selfies_x,deepsmiles_x,canonical_x,inchi_x,tucan_x,iupac_name_x,smiles_y,selfies_y,deepsmiles_y,canonical_y,inchi_y,tucan_y,iupac_name_y,smiles,selfies,deepsmiles,canonical,inchi,tucan,iupac_name
374,Benzo(a)fluorene,-6.68,-5.189,C1c2ccccc2c3ccc4ccccc4c13,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][P][Ring1][#Branch2],"InChI=1S/C17H12/c1-3-7-14-12(5-1)9-10-16-15-8-4-2-6-13(15)11-17(14)16/h1-10H,11H2",C1c2ccccc2c3ccc4ccccc4c13,['[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][P][Ring1][#Branch2]'],Ccccccc6ccccccccc6c%17%10,c1ccc2c(c1)Cc1c-2ccc2ccccc12,"InChI=1S/C17H12/c1-3-7-14-12(5-1)9-10-16-15-8-4-2-6-13(15)11-17(14)16/h1-10H,11H2",C17/(1-4)(1-5)(2-3)(2-6)(3-8)(4-9)(5-12)(6-13)(7-10)(7-12)(8-14)(9-15)(10-16)(11-13)(11-17)(12-15)(13-14)(14-16)(15-17)(16-17),11H-Benzo[a]fluorene,C1c2ccccc2c3ccc4ccccc4c13,['[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][P][Ring1][#Branch2]'],Ccccccc6ccccccccc6c%17%10,c1ccc2c(c1)Cc1c-2ccc2ccccc12,"InChI=1S/C17H12/c1-3-7-14-12(5-1)9-10-16-15-8-4-2-6-13(15)11-17(14)16/h1-10H,11H2",C17/(1-4)(1-5)(2-3)(2-6)(3-8)(4-9)(5-12)(6-13)(7-10)(7-12)(8-14)(9-15)(10-16)(11-13)(11-17)(12-15)(13-14)(14-16)(15-17)(16-17),11H-Benzo[a]fluorene,C1c2ccccc2c3ccc4ccccc4c13,['[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][P][Ring1][#Branch2]'],Ccccccc6ccccccccc6c%17%10,c1ccc2c(c1)Cc1c-2ccc2ccccc12,"InChI=1S/C17H12/c1-3-7-14-12(5-1)9-10-16-15-8-4-2-6-13(15)11-17(14)16/h1-10H,11H2",C17/(1-4)(1-5)(2-3)(2-6)(3-8)(4-9)(5-12)(6-13)(7-10)(7-12)(8-14)(9-15)(10-16)(11-13)(11-17)(12-15)(13-14)(14-16)(15-17)(16-17),11H-Benzo[a]fluorene
375,Benzo(a)pyrene,-8.699,-6.007,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1],InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1]'],cccccc6)cccccccccccc%14c%12c%106,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,C20/(1-2)(1-4)(2-10)(3-5)(3-6)(4-13)(5-14)(6-15)(7-9)(7-14)(8-11)(8-15)(9-16)(10-17)(11-18)(12-13)(12-16)(13-17)(14-19)(15-19)(16-20)(17-18)(18-20)(19-20),Benzo[a]pyrene,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1]'],cccccc6)cccccccccccc%14c%12c%106,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,C20/(1-2)(1-4)(2-10)(3-5)(3-6)(4-13)(5-14)(6-15)(7-9)(7-14)(8-11)(8-15)(9-16)(10-17)(11-18)(12-13)(12-16)(13-17)(14-19)(15-19)(16-20)(17-18)(18-20)(19-20),Benzo[a]pyrene,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1]'],cccccc6)cccccccccccc%14c%12c%106,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,C20/(1-2)(1-4)(2-10)(3-5)(3-6)(4-13)(5-14)(6-15)(7-9)(7-14)(8-11)(8-15)(9-16)(10-17)(11-18)(12-13)(12-16)(13-17)(14-19)(15-19)(16-20)(17-18)(18-20)(19-20),Benzo[a]pyrene
376,Benzo(b)fluoranthene,-8.23,-6.007,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]'],cccccc6)cccccc6c9ccccccc6%10,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H,C20/(1-2)(1-6)(2-7)(3-4)(3-8)(4-9)(5-10)(5-11)(6-13)(7-14)(8-15)(9-16)(10-17)(11-18)(12-13)(12-19)(13-14)(14-17)(15-16)(15-18)(16-19)(17-20)(18-20)(19-20),"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]'],cccccc6)cccccc6c9ccccccc6%10,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H,C20/(1-2)(1-6)(2-7)(3-4)(3-8)(4-9)(5-10)(5-11)(6-13)(7-14)(8-15)(9-16)(10-17)(11-18)(12-13)(12-19)(13-14)(14-17)(15-16)(15-18)(16-19)(17-20)(18-20)(19-20),"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]'],cccccc6)cccccc6c9ccccccc6%10,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H,C20/(1-2)(1-6)(2-7)(3-4)(3-8)(4-9)(5-10)(5-11)(6-13)(7-14)(8-15)(9-16)(10-17)(11-18)(12-13)(12-19)(13-14)(14-17)(15-16)(15-18)(16-19)(17-20)(18-20)(19-20),"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene"
377,Benzo(b)fluorene,-8.04,-5.189,C1c2ccccc2c3cc4ccccc4cc13,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][Ring1][#Branch2],"InChI=1S/C17H12/c1-2-6-13-11-17-15(9-12(13)5-1)10-14-7-3-4-8-16(14)17/h1-9,11H,10H2",C1c2ccccc2c3cc4ccccc4cc13,['[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][Ring1][#Branch2]'],Ccccccc6cccccccc6cc%17%10,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,"InChI=1S/C17H12/c1-2-6-13-11-17-15(9-12(13)5-1)10-14-7-3-4-8-16(14)17/h1-9,11H,10H2",C17/(1-2)(1-5)(2-6)(3-4)(3-7)(4-8)(5-12)(6-13)(7-14)(8-16)(9-12)(9-15)(10-14)(10-15)(11-13)(11-17)(12-13)(14-16)(15-17)(16-17),11H-Benzo[b]fluorene,C1c2ccccc2c3cc4ccccc4cc13,['[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][Ring1][#Branch2]'],Ccccccc6cccccccc6cc%17%10,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,"InChI=1S/C17H12/c1-2-6-13-11-17-15(9-12(13)5-1)10-14-7-3-4-8-16(14)17/h1-9,11H,10H2",C17/(1-2)(1-5)(2-6)(3-4)(3-7)(4-8)(5-12)(6-13)(7-14)(8-16)(9-12)(9-15)(10-14)(10-15)(11-13)(11-17)(12-13)(14-16)(15-17)(16-17),11H-Benzo[b]fluorene,C1c2ccccc2c3cc4ccccc4cc13,['[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][Ring1][#Branch2]'],Ccccccc6cccccccc6cc%17%10,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,"InChI=1S/C17H12/c1-2-6-13-11-17-15(9-12(13)5-1)10-14-7-3-4-8-16(14)17/h1-9,11H,10H2",C17/(1-2)(1-5)(2-6)(3-4)(3-7)(4-8)(5-12)(6-13)(7-14)(8-16)(9-12)(9-15)(10-14)(10-15)(11-13)(11-17)(12-13)(14-16)(15-17)(16-17),11H-Benzo[b]fluorene
378,Benzo(e)pyrene,-7.8,-6.007,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][=Branch1][=C][Ring1][#Branch2][Ring1][=C],InChI=1S/C20H12/c1-2-8-16-15(7-1)17-9-3-5-13-11-12-14-6-4-10-18(16)20(14)19(13)17/h1-12H,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][=Branch1][=C][Ring1][#Branch2][Ring1][=C]'],cccccc6)cccccccccccc%14c6c%10%14,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,InChI=1S/C20H12/c1-2-8-16-15(7-1)17-9-3-5-13-11-12-14-6-4-10-18(16)20(14)19(13)17/h1-12H,C20/(1-2)(1-9)(2-10)(3-5)(3-11)(4-6)(4-12)(5-13)(6-14)(7-8)(7-13)(8-14)(9-15)(10-16)(11-17)(12-18)(13-19)(14-20)(15-16)(15-17)(16-18)(17-19)(18-20)(19-20),benzo[e]pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][=Branch1][=C][Ring1][#Branch2][Ring1][=C]'],cccccc6)cccccccccccc%14c6c%10%14,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,InChI=1S/C20H12/c1-2-8-16-15(7-1)17-9-3-5-13-11-12-14-6-4-10-18(16)20(14)19(13)17/h1-12H,C20/(1-2)(1-9)(2-10)(3-5)(3-11)(4-6)(4-12)(5-13)(6-14)(7-8)(7-13)(8-14)(9-15)(10-16)(11-17)(12-18)(13-19)(14-20)(15-16)(15-17)(16-18)(17-19)(18-20)(19-20),benzo[e]pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,['[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#C][C][Ring1][=Branch1][=C][Ring1][#Branch2][Ring1][=C]'],cccccc6)cccccccccccc%14c6c%10%14,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,InChI=1S/C20H12/c1-2-8-16-15(7-1)17-9-3-5-13-11-12-14-6-4-10-18(16)20(14)19(13)17/h1-12H,C20/(1-2)(1-9)(2-10)(3-5)(3-11)(4-6)(4-12)(5-13)(6-14)(7-8)(7-13)(8-14)(9-15)(10-16)(11-17)(12-18)(13-19)(14-20)(15-16)(15-17)(16-18)(17-19)(18-20)(19-20),benzo[e]pyrene
379,Benzo(j)fluoranthene,-8.0,-6.007,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,[C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][#C][=C][Ring1][#Branch2][Ring1][=Branch1],InChI=1S/C20H12/c1-2-8-15-13(5-1)11-12-17-16-9-3-6-14-7-4-10-18(19(14)16)20(15)17/h1-12H,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,['[C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][#C][=C][Ring1][#Branch2][Ring1][=Branch1]'],ccccccccc6c%10))))ccccccccc%11c%106,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,InChI=1S/C20H12/c1-2-8-15-13(5-1)11-12-17-16-9-3-6-14-7-4-10-18(19(14)16)20(15)17/h1-12H,C20/(1-2)(1-5)(2-9)(3-6)(3-10)(4-7)(4-11)(5-13)(6-14)(7-14)(8-12)(8-13)(9-15)(10-16)(11-18)(12-17)(13-15)(14-19)(15-20)(16-17)(16-19)(17-20)(18-19)(18-20),"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,['[C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][#C][=C][Ring1][#Branch2][Ring1][=Branch1]'],ccccccccc6c%10))))ccccccccc%11c%106,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,InChI=1S/C20H12/c1-2-8-15-13(5-1)11-12-17-16-9-3-6-14-7-4-10-18(19(14)16)20(15)17/h1-12H,C20/(1-2)(1-5)(2-9)(3-6)(3-10)(4-7)(4-11)(5-13)(6-14)(7-14)(8-12)(8-13)(9-15)(10-16)(11-18)(12-17)(13-15)(14-19)(15-20)(16-17)(16-19)(17-20)(18-19)(18-20),"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene",c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,['[C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][#C][=C][Ring1][#Branch2][Ring1][=Branch1]'],ccccccccc6c%10))))ccccccccc%11c%106,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,InChI=1S/C20H12/c1-2-8-15-13(5-1)11-12-17-16-9-3-6-14-7-4-10-18(19(14)16)20(15)17/h1-12H,C20/(1-2)(1-5)(2-9)(3-6)(3-10)(4-7)(4-11)(5-13)(6-14)(7-14)(8-12)(8-13)(9-15)(10-16)(11-18)(12-17)(13-15)(14-19)(15-20)(16-17)(16-19)(17-20)(18-19)(18-20),"pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene"
380,Benzo(k)fluoranthene,-8.49,-6.007,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][N][C][Ring1][O][=C][C][Ring1][#C][=C][Ring2][Ring1][Ring1][=C][Ring1][=C][Ring1][#Branch2],InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,['[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][N][C][Ring1][O][=C][C][Ring1][#C][=C][Ring2][Ring1][Ring1][=C][Ring1][=C][Ring1][#Branch2]'],cccccccccccccccc%11cc%15c%19))))c%106,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,C20/(1-2)(1-5)(2-6)(3-8)(3-9)(4-7)(4-10)(5-13)(6-14)(7-15)(8-15)(9-18)(10-19)(11-13)(11-16)(12-14)(12-17)(13-14)(15-20)(16-17)(16-18)(17-19)(18-20)(19-20),Benzo[k]fluoranthene,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,['[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][N][C][Ring1][O][=C][C][Ring1][#C][=C][Ring2][Ring1][Ring1][=C][Ring1][=C][Ring1][#Branch2]'],cccccccccccccccc%11cc%15c%19))))c%106,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,C20/(1-2)(1-5)(2-6)(3-8)(3-9)(4-7)(4-10)(5-13)(6-14)(7-15)(8-15)(9-18)(10-19)(11-13)(11-16)(12-14)(12-17)(13-14)(15-20)(16-17)(16-18)(17-19)(18-20)(19-20),Benzo[k]fluoranthene,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,['[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][N][C][Ring1][O][=C][C][Ring1][#C][=C][Ring2][Ring1][Ring1][=C][Ring1][=C][Ring1][#Branch2]'],cccccccccccccccc%11cc%15c%19))))c%106,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,C20/(1-2)(1-5)(2-6)(3-8)(3-9)(4-7)(4-10)(5-13)(6-14)(7-15)(8-15)(9-18)(10-19)(11-13)(11-16)(12-14)(12-17)(13-14)(15-20)(16-17)(16-18)(17-19)(18-20)(19-20),Benzo[k]fluoranthene
381,Benzo[ghi]perylene,-9.018,-6.446,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][Ring1][P][=C][Ring1][#C][C][Ring1][=N][=C][Ring1][O][Ring1][#Branch1],InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,['[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][Ring1][P][=C][Ring1][#C][C][Ring1][=N][=C][Ring1][O][Ring1][#Branch1]'],cccccccccccccccccc%18)c%16c%14c%12c%106,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,C22/(1-3)(1-11)(2-4)(2-12)(3-13)(4-14)(5-7)(5-13)(6-8)(6-14)(7-15)(8-16)(9-10)(9-15)(10-16)(11-17)(12-18)(13-19)(14-20)(15-21)(16-22)(17-18)(17-19)(18-20)(19-21)(20-22)(21-22),"hexacyclo[12.8.0.02,11.03,8.04,21.017,22]docosa-1(14),2(11),3(8),4,6,9,12,15,17(22),18,20-undecaene",c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,['[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][Ring1][P][=C][Ring1][#C][C][Ring1][=N][=C][Ring1][O][Ring1][#Branch1]'],cccccccccccccccccc%18)c%16c%14c%12c%106,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,C22/(1-3)(1-11)(2-4)(2-12)(3-13)(4-14)(5-7)(5-13)(6-8)(6-14)(7-15)(8-16)(9-10)(9-15)(10-16)(11-17)(12-18)(13-19)(14-20)(15-21)(16-22)(17-18)(17-19)(18-20)(19-21)(20-22)(21-22),"hexacyclo[12.8.0.02,11.03,8.04,21.017,22]docosa-1(14),2(11),3(8),4,6,9,12,15,17(22),18,20-undecaene",c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,['[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][Ring1][P][=C][Ring1][#C][C][Ring1][=N][=C][Ring1][O][Ring1][#Branch1]'],cccccccccccccccccc%18)c%16c%14c%12c%106,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,C22/(1-3)(1-11)(2-4)(2-12)(3-13)(4-14)(5-7)(5-13)(6-8)(6-14)(7-15)(8-16)(9-10)(9-15)(10-16)(11-17)(12-18)(13-19)(14-20)(15-21)(16-22)(17-18)(17-19)(18-20)(19-21)(20-22)(21-22),"hexacyclo[12.8.0.02,11.03,8.04,21.017,22]docosa-1(14),2(11),3(8),4,6,9,12,15,17(22),18,20-undecaene"
382,Benzocaine,-2.616,-2.383,CCOC(=O)c1ccc(N)cc1,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",CCOC(=O)c1ccc(N)cc1,['[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]'],CCOC=O)ccccN)cc6,CCOC(=O)c1ccc(N)cc1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",C9NO2/(1-8)(2-4)(2-6)(3-5)(3-6)(4-7)(5-7)(6-9)(7-10)(8-12)(9-11)(9-12),Ethyl 4-aminobenzoate,CCOC(=O)c1ccc(N)cc1,['[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]'],CCOC=O)ccccN)cc6,CCOC(=O)c1ccc(N)cc1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",C9NO2/(1-8)(2-4)(2-6)(3-5)(3-6)(4-7)(5-7)(6-9)(7-10)(8-12)(9-11)(9-12),Ethyl 4-aminobenzoate,CCOC(=O)c1ccc(N)cc1,['[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]'],CCOC=O)ccccN)cc6,CCOC(=O)c1ccc(N)cc1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",C9NO2/(1-8)(2-4)(2-6)(3-5)(3-6)(4-7)(5-7)(6-9)(7-10)(8-12)(9-11)(9-12),Ethyl 4-aminobenzoate
383,Benzocaine,-2.616,-2.383,CCOC(=O)c1ccc(N)cc1,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",CCOC(=O)c1ccc(N)cc1,['[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]'],CCOC=O)ccccN)cc6,CCOC(=O)c1ccc(N)cc1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",C9NO2/(1-8)(2-4)(2-6)(3-5)(3-6)(4-7)(5-7)(6-9)(7-10)(8-12)(9-11)(9-12),Ethyl 4-aminobenzoate,CCOC(=O)c1ccc(N)cc1,['[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]'],CCOC=O)ccccN)cc6,CCOC(=O)c1ccc(N)cc1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",C9NO2/(1-8)(2-4)(2-6)(3-5)(3-6)(4-7)(5-7)(6-9)(7-10)(8-12)(9-11)(9-12),Ethyl 4-aminobenzoate,CCOC(=O)c1ccc(N)cc1,['[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]'],CCOC=O)ccccN)cc6,CCOC(=O)c1ccc(N)cc1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",C9NO2/(1-8)(2-4)(2-6)(3-5)(3-6)(4-7)(5-7)(6-9)(7-10)(8-12)(9-11)(9-12),Ethyl 4-aminobenzoate
